ᎤᎭ	u¹ha	uu1ha
ᎣᏥᎪᏩᏘᏍᎪᎢ	o¹ji²gowh²ti²³sgọ³ɂi	oo1jii2gowh2tii23sgo3-i
ᎣᏍᏗᎪᏩᏘᏍᎪᎢ	o¹sdi²gowh²ti²³sgọ³ɂi	oo1sdii2gowh2tii23sgo3-i
ᎠᏆᏚᎩᏒᎢ	a¹gwạ¹tu²³gi³²sv²³ɂi	aa1gwa1tuu23gii32svv23-i
ᏍᏗᏍᏗᎬᎢ	sdi¹sdi³gv²³ɂi	sdii1sdii3gvv23-i
ᎣᏣᎦᏙᏍᏔᏅᎢ	o¹ja¹ga¹to²³stạ³nv²³ɂi	oo1jaa1gaa1too23sta3nvv23-i
ᎣᏍᏓᎦᏙᏍᏔᏅᎢ	o¹sda¹ga¹to²³stạ³nv²³ɂi	oo1sdaa1gaa1too23sta3nvv23-i
ᎢᏥᎪᏩᏛᏗ	i¹ji²gowh²tvh³di	ii1jii2gowh2tvh3di
ᎠᎩᏔᏕᎦᏅᎢ	a¹ktạ²de²ga³²nv²³ɂi	aa1kta2dee2gaa32nvv23-i
ᏕᎩᏔᏕᎩᏍᎪᎢ	de³gi²tạ²de²gi³sgo³ɂi	dee3gii2ta2dee2gii3sgoo3-i
ᎢᏥᎸᏒᎢ	i¹ji²lv³²sv²³ɂi	ii1jii2lvv32svv23-i
ᏍᏗᎭᏗᏔ	sda²di²³ta	sdaa2dii23ta
ᎢᏥᎾᎡᏍᏗ	i¹ji²nạ³e³sdi	ii1jii2na3ee3sdi
ᎠᏆᎦᏙᏍᏗᏍᎪᎢ	a¹gwa¹kto²³sdi³sgo³ɂi	aa1gwaa1ktoo23sdii3sgoo3-i
ᏕᎩᏂᏔᏕᎩᏍᎪᎢ	de²gị²ni²tạ²de²gi³sgo³ɂi	dee2gi2nii2ta2dee2gii3sgoo3-i
ᏍᏚᏗᏔᏍᏗ	sda²di²tạ²sdi	sdaa2dii2ta2sdi
ᎠᎩᎪᏩᏘᏍᎪᎢ	a¹gị²gowh²ti²³sgọ³ɂi	aa1gi2gowh2tii23sgo3-i
ᏕᎩᏔᏕᎦᏅᎢ	de³gi²tạ²de²ga³²nv²³ɂi	dee3gii2ta2dee2gaa32nvv23-i
ᎠᏆᎦᏙᏍᏔᏅᎢ	a¹gwa¹kto²³stạ³nv²³ɂi	aa1gwaa1ktoo23sta3nvv23-i
ᎢᏥᏍᏗᎬᎢ	i¹ji¹sdi³gv²³ɂi	ii1jii1sdii3gvv23-i
ᎢᏥᎭᏗᏔ	i¹ja²di²³ta	ii1jaa2dii23ta
ᏍᏗᏍᏗᎩᎠ	sdi¹sdi²³gị³ɂa	sdii1sdii23gi3-a
ᎢᏧᏗᏔᏍᏗ	i¹ja²di²tạ²sdi	ii1jaa2dii2ta2sdi
ᏍᏗᎭᏗᏔ	sda²di²³ta²	sdaa2dii23ta2
ᏕᏍᏗᏲᏏᎭ	de²sdi²yo³sị²ha	dee2sdii2yoo3si2ha
ᏕᏥᏲᏏᏌ	de³ji²yo¹si²³sa²	dee3jii2yoo1sii23sa2
ᎢᏥᏍᏗᎩᎠ	i¹ji¹sdi²³gị³ɂa	ii1jii1sdii23gi3-a
ᏍᏗᏍᏗᎩᏍᏗ	sdi²sdi²³gi³²sdi	sdii2sdii23gii32sdi
ᎢᏥᎭᏗᏔ	i¹ja²di²³ta²	ii1jaa2dii23ta2
ᏕᏥᏲᏏᏍᎪᎢ	de³ji²yo³si²sgo³ɂi	dee3jii2yoo3sii2sgoo3-i
ᏕᏥᏔᏕᎩᎠ	de³tstạ²de²gi³ɂa	dee3tsta2dee2gii3-a
ᏗᏥᏔᏕᎬᎦ	di¹tstạ²de²gv¹ga	dii1tsta2dee2gvv1ga
ᏍᏚᏗᏔᎲᎢ	sdu¹di²tạ²hv²³ɂi	sduu1dii2ta2hvv23-i
ᏕᏍᏗᏲᏏᏌ	de²sdi²yo¹si²³sa²	dee2sdii2yoo1sii23sa2
ᏗᏍᏗᏲᏏᏌ	dị²sdi²yo¹si²³sa	di2sdii2yoo1sii23sa
ᎢᏥᏍᏗᎩᏍᏗ	i¹ji²sdi²³gi³²sdi	ii1jii2sdii23gii32sdi
ᏕᏍᏗᏔᏕᎩᎠ	de²sdi²tạ²de²gi³ɂa	dee2sdii2ta2dee2gii3-a
ᏕᏍᏗᏲᏏᏍᎪᎢ	de²sdi²yo³si²sgo³ɂi	dee2sdii2yoo3sii2sgoo3-i
ᎢᏧᏗᏔᎲᎢ	i¹ju¹di²tạ²hv²³ɂi	ii1juu1dii2ta2hvv23-i
ᏕᏥᏲᏏᏍᎬᎢ	de³ji²yo³si²sgv²³ɂi	dee3jii2yoo3sii2sgvv23-i
ᏕᏥᏔᏕᎬᎦ	de³tstạ²de²gv¹ga²	dee3tsta2dee2gvv1ga2
ᏗᏥᏲᏏᏐᏗ	di¹ji²yo¹si²³soh³di	dii1jii2yoo1sii23soh3di
ᏕᏍᏗᏔᏕᎬᎦ	de²sdi²tạ²de²gv¹ga²	dee2sdii2ta2dee2gvv1ga2
ᏗᏥᏔᏕᎪᏗ	di¹tstạ²de²³go³²di	dii1tsta2dee23goo32di
ᏕᏍᏗᏲᏏᏍᎬᎢ	de²sdi²yo³si²sgv²³ɂi	dee2sdii2yoo3sii2sgvv23-i
ᏗᏍᏗᏔᏕᎬᎦ	dị²sdi²tạ²de²gv¹ga	di2sdii2ta2dee2gvv1ga
ᏕᏥᏔᏕᎩᏍᎪᎢ	de³tstạ²de²gi³sgo³ɂi	dee3tsta2dee2gii3sgoo3-i
ᏗᏍᏗᏲᏏᏐᏗ	dị²sdi²yo¹si²³soh³di	di2sdii2yoo1sii23soh3di
ᏕᏍᏗᏔᏕᎩᏍᎪᎢ	de²sdi²tạ²de²gi³sgo³ɂi	dee2sdii2ta2dee2gii3sgoo3-i
ᏕᏥᏔᏕᎦᏅᎢ	de³tstạ²de²ga³²nv²³ɂi	dee3tsta2dee2gaa32nvv23-i
ᏗᏍᏗᏔᏕᎪᏗ	dị²sdi²tạ²de²³go³²di	di2sdii2ta2dee23goo32di
ᏕᏍᏗᏔᏕᎦᏅᎢ	de²sdi²tạ²de²ga³²nv²³ɂi	dee2sdii2ta2dee2gaa32nvv23-i
