ᎤᎭ|ù:ha||u¹ha|He has something solid|uu1ha
ᏕᏣᎰᎢ|de:jahó:ɂi||de²jạ²ho³ɂi|You usually have solid things|dee2ja2hoo3-i
ᎢᎩᎪᏗ|ì:gi:kóhdi||i¹gi²koh³di|For all of us to have something alive|ii1gii2koh3di
ᏗᏦᎵᎩ|dijohlgi||dị²johl²gi|Let you all understand things|di2johl2gi
ᎣᎦᏓᎪᏩᏛᏗ|ò:gada:gowhtv́hdi||o¹gạ²da²gowh²tvh³di|For them and me to see ourselves|oo1ga2daa2gowh2tvh3di
ᎣᎩᎪᏗ|ò:gi:kóhdi||o¹gi²koh³di|For them and me to have something alive|oo1gii2koh3di
ᎤᎾᏓᎪᏩᏛᏗ|ù:nada:gowhtv́hdi||u¹nạ²da²gowh²tvh³di|For them to see themselves|uu1na2daa2gowh2tvh3di
ᎩᎾᏓᎪᏩᏛᏗ|ginada:gowhtv́hdi||gị²nạ²da²gowh²tvh³di|For you and me to see ourselves|gi2na2daa2gowh2tvh3di
ᏗᏣᏓᎪᏩᏛᏗ|dijada:gowhtv́hdi||dị²jạ²da²gowh²tvh³di|For you all to see each other|di2ja2daa2gowh2tvh3di
ᏗᏍᏓᏓᎪᏩᏛᏗ|disdada:gowhtv́hdi||dị²sdạ²da²gowh²tvh³di|For you both to see each other|di2sdaa2daa2gowh2tvh3di
ᎣᎩᎾᏓᎪᏩᏛᏗ|ò:ginada:gowhtv́hdi||o¹gị²nạ²da²gowh²tvh³di|For him and me to see ourselves|oo1gi2na2daa2gowh2tvh3di
ᏍᎩᏃᎵᎩ|sgino:lì:gi||sgị²no²li¹gi|Let you or you both recognize us both|sgi2noo2lii1gi
ᏫᏗᎾᏓᏙᎵᎩ|widinada:dohlgi||wị²dị²nạda²dohl²gi|Let them be acquainted|wi2di2nadaa2dohl2gi
ᏕᎰᎵᎦ|de:hohlgā||de²hohl²ga²|You recently understood things|dee2hohl2ga2
ᎦᎯᎪᏩᏔ|gahi:gò:wahta||gạ²hi²go¹wah²ta|Let you see them (animate)|ga2hii2goo1wah2ta
ᏦᎪᎵᏍᏗ|jò:go:hlísdi||jo¹go²hlị³sdi|For them and me to understand things|joo1goo2hli3sdi
ᎡᎦᏚᎳ|è:gadǔ:lā||e¹gạ²du²³la²|All of us were recently wanted|ee1ga2duu23la2
ᏧᏃᎵᏍᏗ|jù:no:hlísdi||ju¹no²hlị³sdi|For them to understand things; For them to recognize them (animate)|juu1noo2hli3sdi
ᎡᎾᏚᎳ|è:nadǔ:lā||e¹nạ²du²³la²|You and I recently wanted him|ee1na2duu23la2
ᏗᏦᎵᏍᏗ|dijo:hlísdi||dị²jo²hlị³sdi|For you to understand things; For you all to understand things|di2joo2hli3sdi
ᎡᏓᏚᎳ|è:dadǔ:lā||e¹dạ²du²³la²|All of us recently wanted him|ee1da2duu23la2
ᏦᎩᏃᎵᏍᏗ|jò:gino:hlísdi||jo¹gị²no²hlị³sdi|For him and me to understand things|joo1gi2noo2hli3sdi
ᎡᏣᏚᎳ|è:jadǔ:lā||e¹jạ²du²³la²|You all recently wanted him; You were recently wanted; You all were recently wanted|ee1ja2duu23la2
ᎨᎾᏚᎳ|ge:nadǔ:lā||ge²nạ²du²³la²|You and I recently wanted them (animate)|gee2na2duu23la2
ᎨᏓᏚᎳ|ge:dadǔ:lā||ge²dạ²du²³la²|All of us recently wanted them (animate)|gee2da2duu23la2
ᎨᏣᏚᎳ|ge:jadǔ:lā||ge²jạ²du²³la²|You all recently wanted them (animate); They recently wanted you|gee2ja2duu23la2
ᏚᎪᎲᎢ|du:go:hv̌:ɂi||du²go²hv²³ɂi|He saw them a while ago|duu2goo2hvv23-i
ᎨᏥᎪᏩᏔ|gé:ji:gò:wahtā||ge³ji²go¹wah²ta²|They recently saw you all|gee3jii2goo1wah2ta2
ᎡᏍᏓᏚᎳ|è:sdadǔ:lā||e¹sdạ²du²³la²|You both recently wanted him; You both were recently wanted|ee1sda2duu23la2
ᎪᏥᎪᏩᏔ|go:ji:gò:wahtā||go²ji²go¹wah²ta²|They and I recently saw them (animate)|goo2jii2goo1wah2ta2
ᎨᏍᏓᏚᎳ|ge:sdadǔ:lā||ge²sdạ²du²³la²|You both recently wanted them (animate); They recently wanted you both|gee2sda2duu23la2
ᎬᎩᎪᎲᎢ|gv:gigo:hv̌:ɂi||gv²gị²go²hv²³ɂi|They saw me a while ago|gvv2gi2goo2hvv23-i
ᎪᏍᏗᎪᏩᏔ|go:sdi:gò:wahtā||go²sdi²go¹wah²ta²|He and I recently saw them (animate)|goo2sdii2goo1wah2ta2
ᎡᎩᎾᏚᎳ|è:ginadǔ:lā||e¹gị²nạ²du²³la²|You and I were recently wanted|ee1gi2na2duu23la2
ᎠᏴ|ayv||ạ²yv|I, Me; We, Us|a2yv
ᏚᎮᏍᏗ|du:hé:sdi||du²he³sdi|He will be having solid things|duu2hee3sdi
ᎠᏗᎭ|adiha||ạ²dị²ha|He is saying|a2di2ha
ᏫᏗᏥᏯᎦ|widijiyaga||wị²dị²jị²yạ²ga|Let me eat flexible things|wi2di2ji2ya2ga
ᎦᏗᎠ|gadí:ɂa||gạ²di³ɂa|I am saying|ga2dii3-a
ᎤᏲᏏᏌ|ù:yò:sǐ:sā||u¹yo¹si²³sa²|He was recently hungry|uu1yoo1sii23sa2
ᏫᏦᏥᏚᎲᎦ|wijò:jì:du:hv̀:ga||wị²jo¹ji¹du²hv¹ga|Let them and me bake things|wi2joo1jii1duu2hvv1ga
ᏓᎾᏓᎪᏩᏘᎭ|dà:nada:gowhtíha||da¹nạ²da²gowh²tị³ha|They are seeing each other|daa1naa2daa2gowh2ti3ha
ᏧᏍᏗᎩᏍᏗ|ju:sdǐ:gî:sdi||ju²sdi²³gi³²sdi|For him to eat rod shaped things|juu2sdii23gii32sdi
ᎦᏓᎦᏙᏍᏓ|gadagà:tǒ:sdā||gạ²dạ²ga¹to²³sda²|I recently looked at myself|ga2da2gaa1too23sda2
ᎭᏗᎭ|hadiha||hạ²dị²ha|You are saying|ha2di2ha
ᏫᏗᏂᏚᎲᎦ|widinì:du:hv̀:ga||wị²dị²ni¹du²hv¹ga|Let them bake things|wi2di2nii1duu2hvv1ga
ᏕᎾᏓᎪᏩᏘᎭ|dé:nada:gowhtíha||de³nạ²da²gowh²tị³ha|You and I are seeing each other|dee3na2daa2gowh2ti3ha
ᎬᏲᎵᏍᏗ|gv:yo:lí:sdi||gv²yo²li³sdi|For me to recognize you|gvv2yoo2lii3sdi
ᏫᏦᏍᏗᏚᎲᎦ|wijò:sdì:du:hv̀:ga||wị²jo¹sdi¹du²hv¹ga|Let him and me bake things|wi2joo1sdii1duu2hvv1ga
ᏕᏓᏓᎪᏩᏘᎭ|dé:dada:gowhtíha||de³dạ²da²gowh²tị³ha|All of us are seeing each other|dee3da2daa2gowh2ti3ha
ᏗᎩᏟᏐᏗ|dìgìhlǐ:sóhdi||dị¹gị¹hli²³soh³di|For me to gather things|di1gi1hlii23soh3di
ᏥᏲᎵᏍᏗ|ji:yo:lí:sdi||ji²yo²li³sdi|For me to recognize him|jii2yoo2lii3sdi
ᏙᏣᏓᎪᏩᏘᎭ|dò:jada:gowhtíha||do¹jạ²da²gowh²tị³ha|They and I are seeing each other|doo1ja2daa2gowh2ti3ha
ᏦᎩᏂᏟᏐᏗ|jò:ginì:hlǐ:sóhdi||jo¹gị²ni¹hli²³soh³di|For him and me to gather things|joo1gi2nii1hlii23soh3di
ᏘᏯᎦ|tihyaga||tị²hyạ²ga|Let you eat flexible things|ti2hya2ga
ᏙᏍᏗᏯᎦ|dò:sdi:hyagā||do¹sdi²hyạ²ga²|He and I recently ate flexible things|doo1sdii2hya2ga2
ᏍᏛᏲᎵᏍᏗ|sdv:yo:lí:sdi||sdv²yo²li³sdi|For me to recognize you both; For we two to recognize you or you both|sdvv2yoo2lii3sdi
ᏙᏍᏓᏓᎪᏩᏘᎭ|dò:sdada:gowhtíha||do¹sdạ²da²gowh²tị³ha|He and I are seeing each other|doo1sda2daa2gowh2ti3ha
ᏫᏗᎾᏓᎦᏙᏍᏓ|widinadaktǒ:sda||wị²dị²nạdạ²kto²³sda|Let them look at each other|wi2di2nada2ktoo23sda
ᏙᎬᏴᎢ|dò:gù:wǎ:yv́:ɂi||do¹gu¹wa²³yv³ɂi|They and I had rod shaped things a while ago|doo1guu1waa23yvv3-i
ᏗᏗᏯᎦ|didi:hyaga||dị²di²hyạ²ga|Let all of us eat flexible things|di2dii2hya2ga
ᎦᏥᏲᎵᏍᏗ|gaji:yo:lí:sdi||gạ²ji²yo²li³sdi|For me to recognize them (animate)|ga2jii2yoo2lii3sdi
ᎤᏓᏙᎵᏨᎢ|ù:da:dohljv̌:ɂi||u¹da²dohl²jv²³ɂi|He recognized himself a while ago|uu1daa2dohl2jvv23-i
ᏗᏣᏓᏚᎸᏗ|dijadaduhldi||dị²jạ²dạ²duhl²di|For you all to want each other|di2ja2da2duhl2di
ᏗᏣᏰᏍᏗ|dijahyè:sdi||dị²jạ²hye¹sdi|For you to eat flexible things|di2ja2hyee1sdi
ᏗᏂᏯᎦ|díni:hyaga||dị³ni²hyạ²ga|Let you and me eat flexible things|di3nii2hya2ga
ᏣᏓᏙᎵᏨᎢ|jada:dohljv̌:ɂi||jạ²da²dohl²jv²³ɂi|You recognized yourself a while ago|ja2daa2dohl2jvv23-i
ᏗᏍᏓᏓᏚᎸᏗ|disdadaduhldi||dị²sdạ²dạ²duhl²di|For you both to want each other|di2sdaa2da2duhl2di
ᏗᏥᏰᏍᏗ|diji:hyè:sdi||dị²ji²hye¹sdi|For you all to eat flexible things|di2jii2hyee1sdi
ᎠᏓᏙᎵᎪᎢ|à:da:dohlgó:ɂi||a¹da²dohl²go³ɂi|He usually recognizes himself|aa1daa2dohl2goo3-i
ᎠᏆᏓᏙᎵᏨᎢ|à:gwada:dohljv̌:ɂi||a¹gwạ²da²dohl²jv²³ɂi|I recognized myself a while ago|aa1gwaa2daa2dohl2jvv23-i
ᎭᏓᏙᎵᎪᎢ|hada:dohlgó:ɂi||hạ²da²dohl²go³ɂi|You usually recognize yourself|haa2daa2dohl2goo3-i
ᎢᎦᏓᏙᎵᏨᎢ|ì:gada:dohljv̌:ɂi||i¹gạ²da²dohl²jv²³ɂi|All of us recognized ourselves a while ago|ii1ga2daa2dohl2jvv23-i
ᏓᎩᎲᎢ|dà:gihv̌:ɂi||da¹gị²hv²³ɂi|I had solid things a while ago|daa1gi2hvv23-i
ᏫᏗᎦᏟᏌ|widigàhlǐ:sa||wị²dị²gạ¹hli²³sa|Let him gather things|wi2di2ga1hlii23sa
ᎠᎾᏓᏙᎵᎪᎢ|à:nada:dohlgó:ɂi||a¹nạ²da²dohl²go³ɂi|They usually recognize themselves|aa1naa2daa2dohl2goo3-i
ᎣᎦᏓᏙᎵᏨᎢ|ò:gada:dohljv̌:ɂi||o¹gạ²da²dohl²jv²³ɂi|They and I recognized ourselves a while ago|oo1ga2daa2dohl2jvv23-i
ᏕᏣᎲᎢ|de:jahv̌:ɂi||de²jạ²hv²³ɂi|You had solid things a while ago|dee2ja2hvv23-i
ᎢᎾᏓᏙᎵᎪᎢ|ì:nada:dohlgó:ɂi||i¹nạ²da²dohl²go³ɂi|You and I usually recognize ourselves|ii1na2daa2dohl2goo3-i
ᎤᎾᏓᏙᎵᏨᎢ|ù:nada:dohljv̌:ɂi||u¹nạ²da²dohl²jv²³ɂi|They recognized themselves a while ago|uu1na2daa2dohl2jvv23-i
ᎢᎩᎰᎢ|ì:gi:hó:ɂi||i¹gi²ho³ɂi|All of us usually have something solid|ii1gii2hoo3-i
ᎢᏓᏓᏙᎵᎪᎢ|ì:dada:dohlgó:ɂi||i¹dạ²da²dohl²go³ɂi|All of us usually recognize ourselves|ii1da2daa2dohl2goo3-i
ᎩᎾᏓᏙᎵᏨᎢ|ginada:dohljv̌:ɂi||gị²nạ²da²dohl²jv²³ɂi|You and I recognized ourselves a while ago|gi2na2daa2dohl2jvv23-i
ᎣᎩᎰᎢ|ò:gi:hó:ɂi||o¹gi²ho³ɂi|They and I usually have something solid|oo1gii2hoo3-i
ᏕᏥᏟᏌ|de:jìhlǐ:sā||de²jị¹hli²³sa²|I recently gathered things|dee2ji1hlii23sa2
ᎣᏣᏓᏙᎵᎪᎢ|ò:jada:dohlgó:ɂi||o¹jạ²da²dohl²go³ɂi|They and I usually recognize ourselves|oo1ja2daa2dohl2goo3-i
ᎣᎩᎾᏓᏙᎵᏨᎢ|ò:ginada:dohljv̌:ɂi||o¹gị²nạ²da²dohl²jv²³ɂi|He and I recognized ourselves a while ago|oo1gi2na2daa2dohl2jvv23-i
ᎤᏂᎰᎢ|ù:ni:hó:ɂi||u¹ni²ho³ɂi|They usually have something solid|uu1nii2hoo3-i
ᏕᏣᏓᏙᎵᎪᎢ|dé:jada:dohlgó:ɂi||de³jạ²da²dohl²go³ɂi|You all usually are acquainted|dee3ja2daa2dohl2goo3-i
ᎩᏂᎰᎢ|gini:hó:ɂi||gị²ni²ho³ɂi|You and I usually have something solid|gi2nii2hoo3-i
ᎣᏍᏓᏓᏙᎵᎪᎢ|ò:sdada:dohlgó:ɂi||o¹sdạ²da²dohl²go³ɂi|He and I usually recognize ourselves|oo1sda2daa2dohl2goo3-i
ᎣᎩᏂᎰᎢ|ò:gini:hó:ɂi||o¹gị²ni²ho³ɂi|He and I usually have something solid|oo1gi2nii2hoo3-i
ᏕᏍᏓᏓᏙᎵᎪᎢ|de:sdada:dohlgó:ɂi||de²sdạ²da²dohl²go³ɂi|You both usually are acquainted|dee2sdaa2daa2dohl2goo3-i
ᏍᎩᏃᎵᎩ|sgino:lì:gi||sgị²no²li¹gi|Let you both recognize me|sgii2noo2lii1gi
ᏕᎪᎵᎦ|de:gohlga||de²gohl²ga|He understands things; He recognizes them (animate)|dee2gohl2ga
ᏗᎪᎵᏍᏗ|digo:hlísdi||dị²go²hlị³sdi|For all of us to understand things|di2goo2hli3sdi
ᏗᎩᏃᎵᏍᏗ|digino:hlísdi||dị²gị²no²hlị³sdi|For you and me to understand things|di2gi2noo2hli3sdi
ᏕᎯᎪᏩᏔ|de:higò:wahtā||de²hị²go¹wah²ta²|You recently saw them (inanimate)|dee2hi2goo1wah2ta2
ᎡᏍᏗᎪᎲᎢ|è:sdi:go:hv̌:ɂi||e¹sdi²go²hv²³ɂi|You both saw him a while ago; You both were seen a while ago|ee1sdii2goo2hvv23-i
ᎨᏍᏗᎪᎲᎢ|ge:sdi:go:hv̌:ɂi||ge²sdi²go²hv²³ɂi|You both saw them (animate) a while ago; They saw you both a while ago|gee2sdii2goo2hvv23-i
ᎡᎩᏂᎪᎲᎢ|è:gini:go:hv̌:ɂi||e¹gị²ni²go²hv²³ɂi|You and I were seen a while ago|ee1gi2nii2goo2hvv23-i
ᎠᏂᎴᎦ|à:ní:lè:ga||a¹ni³le¹ga|They are climbing it|aa1nii3lee1ga
ᏚᎾᎠ|du:náɂa||du²nạ³ɂa|He has flexible things|duu2na3-a
ᎡᏙᏓ|e:do:da||e²do²da|Father|ee2doo2da
ᏧᏗᏔᏍᏗ|ju:di:tasdi||ju²di²tạ²sdi|For him to drink drinks|juu2dii2ta2sdi
ᏦᎦᏚᎩᏍᏗ|jò:gatǔ:gî:sdi||jo¹gạ²tu²³gi³²sdi|For them and me to drink alcoholic drinks|joo1ga2tuu23gii32sdi
ᏓᎾᏓᎦᏙᏍᏓ|dà:nadaktǒ:sdā||da¹nạ²dạ²kto²³sda²|They recently looked at each other|daa1naa2da2ktoo23sda2
ᎣᏥᎴᎦ|ò:jí:lè:ga||o¹ji³le¹ga|They and I are climbing it|oo1jii3lee1ga
ᎦᏚᎦ|gaɂdǔ:gā||gạɂ²du²³ga²|I recently drank something alcoholic|ga-2duu23ga2
ᏧᎾᏚᎩᏍᏗ|jù:natǔ:gî:sdi||ju¹nạ²tu²³gi³²sdi|For them to drink alcoholic drinks|juu1na2tuu23gii32sdi
ᏕᎾᏓᎦᏙᏍᏓ|dé:nadaktǒ:sdā||de³nạ²dạ²kto²³sda²|You and I recently looked at each other|dee3na2da2ktoo23sda2
ᎣᏍᏗᎴᎦ|ò:sdí:lè:ga||o¹sdi³le¹ga|He and I are climbing it|oo1sdii3lee1ga
ᎬᏲᎵᏨᎢ|gv:yo:li:jv̌:ɂi||gv²yo²li²jv²³ɂi|I recognized you a while ago|gvv2yoo2lii2jvv23-i
ᏕᎦᎦᏙᏍᏗ|de:gagà:tǒ:sdi||de²gạ²ga¹to²³sdi|I am looking at them (inanimate)|dee2ga2gaa1too23sdi
ᏗᏣᏚᎩᏍᏗ|dijatǔ:gî:sdi||dị²jạ²tu²³gi³²sdi|For you to drink alcoholic drinks; For you all to drink alcoholic drinks|di2ja2tuu23gii32sdi
ᏕᏓᏓᎦᏙᏍᏓ|dé:dadaktǒ:sdā||de³dạ²dạ²kto²³sda²|All of us recently looked at each other|dee3da2da2ktoo23sda2
ᏘᏚᎲᎦ|tìdu:hv̀:ga||tị¹du²hv¹ga|Let you bake things|ti1duu2hvv1ga
ᏥᏲᎵᏨᎢ|ji:yo:li:jv̌:ɂi||ji²yo²li²jv²³ɂi|I recognized him a while ago|jii2yoo2lii2jvv23-i
ᏗᏆᏚᎩᏍᏗ|dìgwatǔ:gî:sdi||dị¹gwạ²tu²³gi³²sdi|For me to drink alcoholic drinks|di1gwa2tuu23gii32sdi
ᏙᏣᏓᎦᏙᏍᏓ|dò:jadaktǒ:sdā||do¹jạ²dạ²kto²³sda²|They and I recently looked at each other|doo1ja2da2ktoo23sda2
ᏍᏛᏲᎵᏨᎢ|sdv:yo:li:jv̌:ɂi||sdv²yo²li²jv²³ɂi|I recognized you both a while ago; We two recognized you or you both a while ago|sdvv2yoo2lii2jvv23-i
ᏦᎩᎾᏚᎩᏍᏗ|jò:ginatǔ:gî:sdi||jo¹gị²nạ²tu²³gi³²sdi|For him and me to drink alcoholic drinks|joo1gi2na2tuu23gii32sdi
ᏙᏍᏓᏓᎦᏙᏍᏓ|dò:sdadaktǒ:sdā||do¹sdạ²dạ²kto²³sda²|He and I recently looked at each other|doo1sda2da2ktoo23sda2
ᎤᏓᏚᎵᎭ|ù:dadu:líha||u¹dạ²du²lị³ha|He is wanting himself|uu1da2duu2li3ha
ᎦᏥᏲᎵᏨᎢ|gaji:yo:li:jv̌:ɂi||gạ²ji²yo²li²jv²³ɂi|I recognized them (animate) a while ago|ga2jii2yoo2lii2jvv23-i
ᏗᎩᏂᏟᏐᏗ|diginì:hlǐ:sóhdi||dị²gị²ni¹hli²³soh³di|For you and me to gather things|di2gi2nii1hlii23soh3di
ᏗᏣᏓᎦᏙᏍᏓ|dijadaktǒ:sda||dị²jạ²dạ²kto²³sda|Let you all look at each other|di2ja2da2ktoo23sda
ᏕᎯᏍᏗᎦ|de:hisdǐ:gā||de²hị²sdi²³ga²|You recently ate rod shaped things|dee2hi2sdii23ga2
ᎨᏦᎵᏍᏗ|gé:jo:lí:sdi||ge³jo²li³sdi|For them to recognize you all|gee3joo2lii3sdi
ᎠᏓᎦᏙᏍᏗ|à:dà:ktǒ:sdi||a¹da¹kto²³sdi|He is looking at himself|aa1daa1ktoo23sdi
ᏣᏓᏚᎵᎭ|jadadu:líha||jạ²dạ²du²lị³ha|You are wanting yourself|ja2da2duu2li3ha
ᏗᏍᏓᏓᎦᏙᏍᏓ|disdadaktǒ:sda||dị²sdạ²dạ²kto²³sda|Let you both look at each other|di2sdaa2da2ktoo23sda
ᏍᏛᏌ|sdv̋:sa||sdv⁴sa|You both alone|sdvv4sa
ᎪᏦᎵᏍᏗ|go:jo:lí:sdi||go²jo²li³sdi|For them and me to recognize them (animate)|goo2joo2lii3sdi
ᎭᏓᎦᏙᏍᏗ|hadà:ktǒ:sdi||hạ²da¹kto²³sdi|You are looking at yourself|haa2daa1ktoo23sdi
ᎠᏆᏓᏚᎵᎭ|à:gwadadu:líha||a¹gwạ²dạ²du²lị³ha|I am wanting myself|aa1gwaa2da2duu2li3ha
ᎢᏨᏌ|ì:jv̋:sa||i¹jv⁴sa|You all alone|ii1jvv4sa
ᎪᏍᏙᎵᏍᏗ|go:sdo:lí:sdi||go²sdo²li³sdi|For him and me to recognize them (animate)|goo2sdoo2lii3sdi
ᎠᎾᏓᎦᏙᏍᏗ|à:nadà:ktǒ:sdi||a¹nạ²da¹kto²³sdi|They are looking at themselves|aa1naa2daa1ktoo23sdi
ᎢᎦᏓᏚᎵᎭ|ì:gadadu:líha||i¹gạ²dạ²du²lị³ha|All of us are wanting ourselves|ii1ga2da2duu2li3ha
ᏕᏨᏲᎢ|dé:jù:wǎ:yóɂi||de³ju¹wa²³yọ³ɂi|You all usually have rod shaped things|dee3juu1waa23yo3-i
ᎢᎾᏓᎦᏙᏍᏗ|ì:nadà:ktǒ:sdi||i¹nạ²da¹kto²³sdi|You and I are looking at ourselves|ii1na2daa1ktoo23sdi
ᎣᎦᏓᏚᎵᎭ|ò:gadadu:líha||o¹gạ²dạ²du²lị³ha|They and I are wanting ourselves|oo1ga2da2duu2li3ha
ᏕᏍᏛᏲᎢ|de:sdù:wǎ:yóɂi||de²sdu¹wa²³yọ³ɂi|You both usually have rod shaped things|dee2sduu1waa23yo3-i
ᎢᏓᏓᎦᏙᏍᏗ|ì:dadà:ktǒ:sdi||i¹dạ²da¹kto²³sdi|All of us are looking at ourselves|ii1da2daa1ktoo23sdi
ᎤᎾᏓᏚᎵᎭ|ù:nadadu:líha||u¹nạ²dạ²du²lị³ha|They are wanting themselves|uu1na2da2duu2li3ha
ᎢᎩᎲᎢ|ì:gi:hv̌:ɂi||i¹gi²hv²³ɂi|All of us had something solid a while ago|ii1gii2hvv23-i
ᏫᏗᏥᏚᎲᎦ|widijìdu:hv̀:ga||wị²dị²jị¹du²hv¹ga|Let me bake things|wi2di2ji1duu2hvv1ga
ᎣᏣᏓᎦᏙᏍᏗ|ò:jadà:ktǒ:sdi||o¹jạ²da¹kto²³sdi|They and I are looking at ourselves|oo1ja2daa1ktoo23sdi
ᎩᎾᏓᏚᎵᎭ|ginadadu:líha||gị²nạ²dạ²du²lị³ha|You and I are wanting ourselves|gi2na2da2duu2li3ha
ᎣᎩᎲᎢ|ò:gi:hv̌:ɂi||o¹gi²hv²³ɂi|They and I had something solid a while ago|oo1gii2hvv23-i
ᎣᏍᏓᏓᎦᏙᏍᏗ|ò:sdadà:ktǒ:sdi||o¹sdạ²da¹kto²³sdi|He and I are looking at ourselves|oo1sda2daa1ktoo23sdi
ᎣᎩᎾᏓᏚᎵᎭ|ò:ginadadu:líha||o¹gị²nạ²dạ²du²lị³ha|He and I are wanting ourselves|oo1gi2na2da2duu2li3ha
ᎤᏂᎲᎢ|ù:ni:hv̌:ɂi||u¹ni²hv²³ɂi|They had something solid a while ago|uu1nii2hvv23-i
ᎩᏂᎲᎢ|gini:hv̌:ɂi||gị²ni²hv²³ɂi|You and I had something solid a while ago|gi2nii2hvv23-i
ᏕᏣᏓᏙᎵᏨᎢ|dé:jada:dohljv̌:ɂi||de³jạ²da²dohl²jv²³ɂi|You all were acquainted a while ago|dee3ja2daa2dohl2jvv23-i
ᎠᎩᎪᏗ|à:gikóhdi||a¹gị²koh³di|For me to have something alive|aa1gi2koh3di
ᎣᎩᏂᎲᎢ|ò:gini:hv̌:ɂi||o¹gị²ni²hv²³ɂi|He and I had something solid a while ago|oo1gi2nii2hvv23-i
ᏕᏍᏓᏓᏙᎵᏨᎢ|de:sdada:dohljv̌:ɂi||de²sdạ²da²dohl²jv²³ɂi|You both were acquainted a while ago|dee2sdaa2daa2dohl2jvv23-i
ᎨᎪᎵᎪᎢ|ge:gohlgó:ɂi||ge²gohl²go³ɂi|They usually recognize all of us|gee2gohl2goo3-i
ᎪᎪᎵᎪᎢ|go:gohlgó:ɂi||go²gohl²go³ɂi|They usually recognize them and me|goo2gohl2goo3-i
ᎨᎩᏃᎵᎪᎢ|ge:ginohlgó:ɂi||ge²gị²nohl²go³ɂi|They usually recognize you and me|gee2gi2nohl2goo3-i
ᎪᎩᏃᎵᎪᎢ|go:ginohlgó:ɂi||go²gị²nohl²go³ɂi|They usually recognize him and me|goo2gi2nohl2goo3-i
ᏫᏦᏦᎵᎩ|wijò:johlgi||wị²jo¹johl²gi|Let them and me understand things|wi2joo1johl2gi
ᏫᏗᎪᎵᎩ|widigohlgi||wị²dị²gohl²gi|Let him understand things; Let him recognize them (animate)|wi2di2gohl2gi
ᏫᏗᏃᎵᎩ|widinohlgi||wị²dị²nohl²gi|Let them understand things; Let them recognize them (animate)|wi2di2nohl2gi
ᏫᏦᏍᏙᎵᎩ|wijò:sdohlgi||wị²jo¹sdohl²gi|Let him and me understand things|wi2joo1sdohl2gi
ᏕᎪᎵᎦ|de:gohlgā||de²gohl²ga²|He recently understood things; He recently recognized them (animate)|dee2gohl2ga2
ᎡᎩᎪᏩᏔ|è:gi:gò:wahta||e¹gi²go¹wah²ta|Let all of us be seen|ee1gii2goo1wah2ta
ᎡᏂᎪᏩᏔ|è:ni:gò:wahta||e¹ni²go¹wah²ta|Let you and me see him|ee1nii2goo1wah2ta
ᎡᏗᎪᏩᏔ|è:di:gò:wahta||e¹di²go¹wah²ta|Let all of us see him|ee1dii2goo1wah2ta
ᎡᏥᎪᏩᏔ|è:ji:gò:wahta||e¹ji²go¹wah²ta|Let you all see him; Let you all be seen|ee1jii2goo1wah2ta
ᎨᏂᎪᏩᏔ|ge:ni:gò:wahta||ge²ni²go¹wah²ta|Let you and me see them (animate)|gee2nii2goo1wah2ta
ᎨᏗᎪᏩᏔ|ge:di:gò:wahta||ge²di²go¹wah²ta|Let all of us see them (animate)|gee2dii2goo1wah2ta
ᏍᎩᎾᏚᎳ|sginadǔ:la||sgị²nạ²du²³la|Let you or you both want us both|sgi2na2duu23la
ᎨᏥᎪᏩᏔ|ge:ji:gò:wahta||ge²ji²go¹wah²ta|Let you all see them (animate)|gee2jii2goo1wah2ta
ᎡᏍᏗᎪᏩᏔ|è:sdi:gò:wahta||e¹sdi²go¹wah²ta|Let you both see him; Let you both be seen|ee1sdii2goo1wah2ta
ᎨᏍᏗᎪᏩᏔ|ge:sdi:gò:wahta||ge²sdi²go¹wah²ta|Let you both see them (animate)|gee2sdii2goo1wah2ta
ᏗᏥᎪᏩᏔ|diji:gò:wahta||dị²ji²go¹wah²ta|Let you all see them (inanimate)|di2jii2goo1wah2ta
ᎡᎩᏂᎪᏩᏔ|è:gini:gò:wahta||e¹gị²ni²go¹wah²ta|Let you and me be seen|ee1gi2nii2goo1wah2ta
ᏙᎦᏚᎳ|dò:gadǔ:lā||do¹gạ²du²³la²|They and I recently wanted them (inanimate)|doo1ga2duu23la2
ᏕᎩᎾᏚᎳ|de:ginadǔ:lā||de²gị²nạ²du²³la²|You and I recently wanted them (inanimate)|dee2gi2na2duu23la2
ᎤᎪᎲᎢ|ù:go:hv̌:ɂi||u¹go²hv²³ɂi|He saw him a while ago; He saw it a while ago|uu1goo2hvv23-i
ᎢᎩᏥ|ì:gi:ji||i¹gi²ji|Your all's and my mother|ii1gii2ji
ᎠᏂᎷᎦ|à:ni:lù:gā||a¹ni²lu¹ga²|They recently climbed it|aa1nii2luu1ga2
ᏚᏁᎰᎢ|du:ne:hó:ɂi||du²ne²ho³ɂi|He usually has liquid things|duu2nee2hoo3-i
ᏕᎩᎧᎭ|dé:gi:káha||de³gi²kạ³ha|All of us have living things|dee3gii2ka3ha
ᏫᏗᎦᎦᏙᏍᏓ|widigagà:tǒ:sda||wị²dị²gạ²ga¹to²³sda|Let me look at them (inanimate)|wi2di2ga2gaa1too23sda
